code,title,department_code,active,compulsory,semester,category,start_year,finish_year,credits,branch,type,class_work_marks,mid_sem_marks,final_marks,total_marks,lecture_part,tutorial_part,practical_part
CE313N,Environmental Engineering,CE,FALSE,TRUE,5,DC,2005,2014,4,CE,T,15,25,60,100,3,1,0
CE314,Surveying II,CE,FALSE,TRUE,5,DC,2001,2010,4,CE,T,15,25,60,100,3,1,0
CE315,Structural Analysis-I,CE,FALSE,TRUE,6,DC,2001,2016,4,CE,T,15,25,60,100,3,1,0
CE316,Engineering Hydraulics-I,CE,FALSE,TRUE,6,DC,2001,2016,4,CE,T,15,25,60,100,3,1,0
CE317,Transportation Engineering,CE,FALSE,TRUE,6,DC,2001,2016,4,CE,T,15,25,60,100,3,1,0
CE318N,Design of Steel Structures,CE,FALSE,TRUE,6,DC,2005,2016,4,CE,T,15,25,60,100,3,1,0
CE335,Environmental Pollution Abatement,CE,TRUE,FALSE,5,OE,2001,NULL,4,OE,T,15,25,60,100,3,1,0
CE384,Survey Camp,CE,FALSE,TRUE,6,DC,2015,2016,1,CE,P,60,0,40,100,0,0,0
CE384R,Survey Camp,CE,FALSE,TRUE,5,DC,2011,2014,2,CE,P,60,0,40,100,0,0,0
CE389,Colloquim,CE,FALSE,TRUE,6,DC,2011,2014,2,CE,P,60,0,40,100,0,1,2
CE389R,Colloquim,CE,FALSE,TRUE,5,DC,2015,2016,2,CE,P,60,0,40,100,0,1,2
CE391,Soil Mechanics Lab,CE,FALSE,TRUE,5,DC,2001,2010,1,CE,P,60,NULL,40,100,0,1,2
CE391A,Soil Mechanics Lab,CE,FALSE,TRUE,5,ESA,2001,2010,1.5,AR,P,60,40,NULL,100,3,1,0
CE391R,Soil Mechanics Lab,CE,FALSE,TRUE,5,DC,2011,2016,2,CE,P,60,0,40,100,0,1,2
CE392,Environmental Engg. Lab,CE,FALSE,TRUE,5,DC,2001,2010,1.5,CE,P,60,NULL,40,100,0,1,2
CE392R,Environmental Engineering Lab,CE,FALSE,TRUE,5,DC,2011,2016,2,CE,P,60,0,40,100,0,1,2
CE393,Surveying Lab-II,CE,FALSE,TRUE,5,DC,2001,2010,1.5,CE,P,60,NULL,40,100,0,1,2
CE394,Survey Camp,CE,FALSE,TRUE,5,DC,2001,2010,1,CE,P,60,NULL,40,100,0,0,0
CE395,Structures Lab,CE,FALSE,TRUE,6,DC,2001,2010,1.5,CE,P,60,NULL,40,100,0,1,2
CE395N,CAD Lab-I,CE,FALSE,TRUE,6,DC,2015,2016,2,CE,P,60,0,40,100,0,1,2
CE395R,Steel Design Practice Lab,CE,FALSE,TRUE,6,DC,2011,2014,2,CE,P,60,0,40,100,0,1,2
CE396,Hydraulics Lab,CE,FALSE,TRUE,6,DC,2001,2010,1.5,CE,P,60,NULL,40,100,0,1,2
CE396R,Hydraulics Lab,CE,FALSE,TRUE,6,DC,2011,2016,2,CE,P,60,0,40,100,0,1,2
CE397N,Transportation Engg. Lab,CE,FALSE,TRUE,6,DC,2005,2010,1,CE,P,60,NULL,40,100,0,1,2
CE397R,Transportation Engineering Lab,CE,FALSE,TRUE,6,DC,2011,2016,2,CE,P,60,0,40,100,0,1,2
CE410,Construction Management,CE,FALSE,TRUE,8,HM,2001,2016,4,CE,T,15,25,60,100,3,1,0
CE411,Design of Concrete Structure-II,CE,FALSE,TRUE,7,DC,2001,2016,4,CE,T,15,25,60,100,3,1,0
CE413,Foundation Engineering,CE,FALSE,TRUE,7,DC,2001,2016,4,CE,T,15,25,60,100,3,1,0
CE414,Engineering Hydraulics-II,CE,FALSE,TRUE,8,DC,2001,2016,4,CE,T,15,25,60,100,3,1,0
CE415,Irrigation Engineering,CE,FALSE,TRUE,7,DC,2001,2016,4,CE,T,15,25,60,100,3,1,0
CE421,Concrete Technology,CE,FALSE,FALSE,8,DE,2001,2016,4,CE,T,15,25,60,100,3,1,0
CE422,Ecology & Environment,CE,FALSE,FALSE,8,DE,2001,2016,4,CE,T,15,25,60,100,3,1,0
CE423,Traffic Engineering,CE,FALSE,FALSE,8,DE,2001,2016,4,CE,T,15,25,60,100,3,1,0
CE424,Ground Water Engineering,CE,FALSE,FALSE,8,DE,2001,2016,4,CE,T,15,25,60,100,3,1,0
CE425,Adv. Hydrology,CE,FALSE,FALSE,8,DE,2001,2016,4,CE,T,15,25,60,100,3,1,0
CE426,Environmental Pollution Abatement,CE,FALSE,FALSE,8,DE,2001,2014,4,CE,T,15,25,60,100,3,1,0
CE427,Geo-Eng. of Rock & Rock Masses,CE,FALSE,FALSE,8,DE,2001,2016,4,CE,T,15,25,60,100,3,1,0
CE428,Dam Engineering,CE,FALSE,FALSE,8,DE,2001,2016,4,CE,T,15,25,60,100,3,1,0
CE429,Industrial Pollution Control,CE,FALSE,FALSE,8,DE,2001,2016,4,CE,T,15,25,60,100,3,1,0
CE430,Structural Analysis-II,CE,FALSE,FALSE,7,DE,2001,2014,4,CE,T,15,25,60,100,3,1,0
CE430N,Structural Analysis-II,CE,FALSE,TRUE,7,DC,2015,2016,4,CE,T,15,25,60,100,3,1,0
CE431,Reliability Analysis of Structures,CE,FALSE,FALSE,7,DE,2001,2016,4,CE,T,15,25,60,100,3,1,0
CE432,Water Power Engineering,CE,FALSE,FALSE,7,DE,2001,2016,4,CE,T,15,25,60,100,3,1,0
CE433,Adv. Highway Engineering,CE,FALSE,FALSE,7,DE,2001,2016,4,CE,T,15,25,60,100,3,1,0
CE434,Bridge Engineering,CE,FALSE,FALSE,7,DE,2001,2016,4,CE,T,15,25,60,100,3,1,0
CE435,Design of Energy Dissipaters,CE,FALSE,FALSE,7,DE,2001,2016,4,CE,T,15,25,60,100,3,1,0
CE436,Sediment Transport,CE,FALSE,FALSE,7,DE,2001,2016,4,CE,T,15,25,60,100,3,1,0
CE437,Prestressed Concrete,CE,FALSE,FALSE,7,DE,2001,2016,4,CE,T,15,25,60,100,3,1,0
CE438,Adv. Structural Analysis,CE,FALSE,FALSE,8,DE,2001,2016,4,CE,T,15,25,60,100,3,1,0
CE439,Industrial Structures,CE,FALSE,FALSE,8,DE,2001,2016,4,CE,T,15,25,60,100,3,1,0
CE440,Adv. Hydraulic Structures,CE,FALSE,FALSE,8,DE,2001,2016,4,CE,T,15,25,60,100,3,1,0
CE441,Adv. Foundation Engineering,CE,FALSE,FALSE,8,DE,2001,2016,4,CE,T,15,25,60,100,3,1,0
CE442,Water Power Engineering,CE,FALSE,FALSE,7,DE,2001,2014,4,CE,T,15,25,60,100,3,1,0
CE442N,Adv. Environmental Engg.,CE,FALSE,FALSE,8,DE,2001,2014,4,CE,T,15,25,60,100,3,1,0
CE443N,River Engineering,CE,FALSE,FALSE,8,DE,2001,2016,4,CE,T,15,25,60,100,3,1,0
CE444,Adv. Highway Engineering,CE,FALSE,FALSE,7,DE,2001,2014,4,CE,T,15,25,60,100,3,1,0
CE444N,Disaster Management,CE,TRUE,FALSE,5,OE,2001,NULL,4,OE,T,15,25,60,100,3,1,0
CE445,Industrial Pollution Control,CE,FALSE,FALSE,7,DE,2001,2010,4,CE,T,15,25,60,100,3,1,0
CE445N,Elem. of Earthquake & Wind Engg.,CE,FALSE,FALSE,8,DE,2001,2016,4,CE,T,15,25,60,100,3,1,0
CE450,Geodesy,CE,TRUE,FALSE,5,OE,2001,NULL,4,OE,T,15,25,60,100,3,1,0
CE451,Structural Analysis-II,CE,FALSE,FALSE,7,DE,2001,2014,4,CE,T,15,25,60,100,3,1,0
CE455,Industrial Pollution Control,CE,TRUE,FALSE,5,OE,2001,NULL,4,OE,T,15,25,60,100,3,1,0
CE456,Engg. Environ. & Sustainable Dev.,CE,TRUE,FALSE,5,OE,2001,NULL,4,OE,T,15,25,60,100,3,1,0
CE459,Adv. Environmental Engg.,CE,TRUE,FALSE,5,OE,2001,NULL,4,OE,T,15,25,60,100,3,1,0
CE461,Adv. Structural Analysis,CE,FALSE,FALSE,8,DE,2001,2014,4,CE,T,15,25,60,100,3,1,0
CE462,Industrial Structures,CE,FALSE,FALSE,8,DE,2001,2014,4,CE,T,15,25,60,100,3,1,0
CE463,Bridge Engineering,CE,FALSE,FALSE,8,DE,2001,2014,4,CE,T,15,25,60,100,3,1,0
CE464,Reliability Analysis of Structures,CE,FALSE,FALSE,8,DE,2001,2014,4,CE,T,15,25,60,100,3,1,0
CE465,Water Reso. & Watershed Manag.,CE,TRUE,FALSE,5,OE,2001,NULL,4,OE,T,15,25,60,100,3,1,0
CE466,Adv. Hydraulic Structures,CE,FALSE,FALSE,8,DE,2001,2014,4,CE,T,15,25,60,100,3,1,0
CE467,Design of Energy Dissipaters,CE,FALSE,FALSE,8,DE,2001,2014,4,CE,T,15,25,60,100,3,1,0
CE468,Sediment Transport,CE,FALSE,FALSE,8,DE,2001,2014,4,CE,T,15,25,60,100,3,1,0
CE469,Adv. Foundation Engineering,CE,FALSE,FALSE,8,DE,2001,2014,4,CE,T,15,25,60,100,3,1,0
CE470,Adv. Environmental Engg.,CE,FALSE,FALSE,8,DE,2001,2014,4,CE,T,15,25,60,100,3,1,0
CE481,Fundamental Environmental Engg.,CE,TRUE,FALSE,5,OE,2001,NULL,4,OE,T,15,25,60,100,3,1,0
CE481R,Advanced Environmental Engineering,CE,TRUE,FALSE,5,OE,2011,NULL,4,OE,T,15,25,60,100,3,1,0
CE482,Remote Sensing,CE,TRUE,FALSE,5,OE,2001,NULL,4,OE,T,15,25,60,100,3,1,0
CE483,Water Reso. & Watershed Manag.,CE,TRUE,FALSE,5,OE,2001,NULL,4,OE,T,15,25,60,100,3,1,0
CE484,Project Management,CE,TRUE,FALSE,5,OE,2001,NULL,4,OE,T,15,25,60,100,3,1,0
CE488R,Professional Training,CE,FALSE,TRUE,7,DC,2011,2014,1,CE,P,60,0,40,100,0,0,0
CE490,Project,CE,FALSE,TRUE,8,DC,2001,2010,6,CE,P,60,NULL,40,100,0,1,2
CE490A,Project,CE,FALSE,TRUE,7,DC,2001,2010,3,CE,P,60,NULL,40,100,0,1,2
CE490B,Project,CE,FALSE,TRUE,8,DC,2001,2010,3,CE,P,60,NULL,40,100,0,1,2
CE491N,Concrete Design Practice,CE,FALSE,TRUE,7,DC,2005,2010,1,CE,P,60,NULL,40,100,0,1,2
CE491R,Concrete Design Practice Lab,CE,FALSE,TRUE,7,DC,2011,2014,2,CE,P,60,0,40,100,0,1,2
CE492N,Steel Design Practice,CE,FALSE,TRUE,7,DC,2005,2010,1,CE,P,60,NULL,40,100,0,1,2
CE492R,Structural Lab,CE,FALSE,TRUE,7,DC,2011,2016,2,CE,P,60,0,40,100,0,1,2
CE493N,Design of Irrigation Works,CE,FALSE,TRUE,8,DC,2005,2010,1,CE,P,60,NULL,40,100,0,1,2
CE493R,Design Of Irrigation Works,CE,FALSE,TRUE,8,DC,2011,2014,2,CE,P,60,0,40,100,0,1,2
CE494A,Project Phase-I,CE,FALSE,TRUE,7,DC,2011,2016,4,CE,P,60,0,40,100,0,1,2
CE494B,Project Phase-II,CE,FALSE,TRUE,8,DC,2011,2016,4,CE,P,60,0,40,100,0,1,2
CE495N,CAD Lab-II,CE,FALSE,TRUE,8,DC,2015,2016,2,CE,P,60,0,40,100,0,1,2
CE498N,Vocational Training,CE,FALSE,TRUE,7,DC,2005,2010,1.5,CE,P,60,NULL,40,100,0,1,2
CEA1110,Environmental Studies,CE,TRUE,TRUE,0,ESA,2017,NULL,3,FY,T,15,25,60,100,2,1,0
CEA1120,Strength of Materials,CE,TRUE,TRUE,0,ESA,2017,NULL,3,FY,T,15,25,60,100,2,1,0
CEA2140,Engineering Geology,CE,TRUE,TRUE,3,ESA,2017,NULL,4,CE,T,15,25,60,100,3,1,0
CEA2180,Surveying,CE,TRUE,TRUE,4,ESA,2017,NULL,4,AR,T,15,25,60,100,3,1,0
CEA2930,Engineering Geology Lab & camp,CE,TRUE,TRUE,3,ESA,2017,NULL,2,CE,P,60,0,40,100,0,1,2
CEA2950,Surveying Lab,CE,TRUE,TRUE,4,ESA,2017,NULL,2,AR,T,60,0,40,100,1,0,2
CEA3110,Structural Design - I,CE,TRUE,TRUE,5,ESA,2017,NULL,4,AR,T,15,25,60,100,3,1,0
CEA3180,Structural Design-II,CE,TRUE,TRUE,6,ESA,2017,NULL,4,AR,T,15,25,60,100,3,1,0
CEC2130,Fluid Mechanics,CE,TRUE,TRUE,3,DC,2017,NULL,4,CE,T,15,25,60,100,3,1,0
CEC2150,Quantity Survey,CE,TRUE,TRUE,3,DC,2017,NULL,4,CE,T,15,25,60,100,3,1,0
CEC2160,Civil Engineering Materials and Construction Practice,CE,TRUE,TRUE,3,DC,2017,NULL,4,CE,T,15,25,60,100,3,1,0
CEC2170,Environmental Engineering I,CE,TRUE,TRUE,4,DC,2017,NULL,4,CE,T,15,25,60,100,3,1,0
CEC2180,Surveying,CE,TRUE,TRUE,4,DC,2017,NULL,4,CE,T,15,25,60,100,3,1,0
CEC2190,Hydrology,CE,TRUE,TRUE,4,DC,2017,NULL,4,CE,T,15,25,60,100,3,1,0
CEC2200,Structural Mechanics,CE,TRUE,TRUE,4,DC,2017,NULL,4,CE,T,15,25,60,100,3,1,0
CEC2910,Civil Engineering Material Lab,CE,TRUE,TRUE,3,DC,2017,NULL,2,CE,P,60,0,40,100,0,1,2
CEC2920,Fluid Mechanics Lab,CE,TRUE,TRUE,3,DC,2017,NULL,2,CE,P,60,0,40,100,0,1,2
CEC2940,Structural Mechanics Lab,CE,TRUE,TRUE,4,DC,2017,NULL,2,CE,P,60,0,40,100,0,1,2
CEC2950,Surveying Lab,CE,TRUE,TRUE,4,DC,2017,NULL,2,CE,P,60,0,40,100,0,1,2
CEC3110,Design of Concrete Structures-I,CE,TRUE,TRUE,5,DC,2017,NULL,4,CE,T,15,25,60,100,3,1,0
CEC3120,Soil Mechanics,CE,TRUE,TRUE,5,DC,2017,NULL,4,CE,T,15,25,60,100,3,1,0
CEC3130,Environmental Engineering II,CE,TRUE,TRUE,5,DC,2017,NULL,4,CE,T,15,25,60,100,3,1,0
CEC3140,Engineering Hydraulics-I,CE,TRUE,TRUE,5,DC,2017,NULL,4,CE,T,15,25,60,100,3,1,0
CEC3150,Structural Analysis-I,CE,TRUE,TRUE,5,DC,2017,NULL,4,CE,T,15,25,60,100,3,1,0
CEC3160,Design of Concrete Structure-II,CE,TRUE,TRUE,6,DC,2017,NULL,4,CE,T,15,25,60,100,3,1,0
CEC3170,Transportation Engineering,CE,TRUE,TRUE,6,DC,2017,NULL,4,CE,T,15,25,60,100,3,1,0
CEC3180,Design of Steel Structures,CE,TRUE,TRUE,6,DC,2017,NULL,4,CE,T,15,25,60,100,3,1,0
CEC3190,Engineering Hydraulics-II,CE,TRUE,TRUE,6,DC,2017,NULL,4,CE,T,15,25,60,100,3,1,0
CEC3200,Structural Analysis-II,CE,TRUE,TRUE,6,DC,2017,NULL,4,CE,T,15,25,60,100,3,1,0
CEC3810,Survey Camp,CE,TRUE,TRUE,6,DC,2017,NULL,1,CE,P,60,0,40,100,0,0,2
CEC3910,Soil Mechanics Lab,CE,TRUE,TRUE,5,DC,2017,NULL,2,CE,P,60,0,40,100,0,1,2
CEC3920,Environmental Engineering Lab,CE,TRUE,TRUE,5,DC,2017,NULL,2,CE,P,60,0,40,100,0,1,2
CEC3930,Hydraulics Lab,CE,TRUE,TRUE,5,DC,2017,NULL,2,CE,P,60,0,40,100,0,1,2
CEC3940,Structures Lab,CE,TRUE,TRUE,5,DC,2017,NULL,2,CE,P,60,0,40,100,0,1,2
CEC3950,Cad Lab-I,CE,TRUE,TRUE,6,DC,2017,NULL,2,CE,P,60,0,40,100,0,1,2
CEC3960,Transportation Engineering Lab,CE,TRUE,TRUE,6,DC,2017,NULL,2,CE,P,60,0,40,100,0,1,2
CEC4120,Foundation Engineering,CE,TRUE,TRUE,7,DC,2017,NULL,4,CE,T,15,25,60,100,3,1,0
CEC4130,Irrigation Engineering,CE,TRUE,TRUE,7,DC,2017,NULL,4,CE,T,15,25,60,100,3,1,0
CEC4810,Colloquium,CE,TRUE,TRUE,7,DC,2017,NULL,2,CE,P,60,0,40,100,0,2,0
CEC4910,Cad Lab-II,CE,TRUE,TRUE,7,DC,2017,NULL,2,CE,P,60,0,40,100,0,1,2
CEC4980,Project A*,CE,TRUE,TRUE,7,DC,2017,NULL,4,CE,T,60,0,40,100,NULL,NULL,NULL
CEC4990,Project B*,CE,TRUE,TRUE,8,DC,2017,NULL,4,CE,p,60,0,40,100,NULL,NULL,NULL
CEH2210,Construction Management I,CE,TRUE,TRUE,4,HM,2017,NULL,3,CE,T,15,25,60,100,2,1,0
CEH4110,Construction Management II,CE,TRUE,TRUE,7,HM,2017,NULL,4,CE,T,15,25,60,100,3,1,0
CH206,History of Science & Technology,CH,FALSE,FALSE,3,HM,2003,2010,3,KE,T,15,25,60,100,3,1,0
CH209,Soc. Cult. & Edu. Mvmnt. of India,CH,FALSE,FALSE,3,HM,2003,2010,3,KE,T,15,25,60,100,3,1,0
CH211,Basic Principles of Chemical Engg.,CH,FALSE,TRUE,3,DC,2001,2016,4,KE,T,15,25,60,100,3,1,0
CH212,Mech. Oper. & Materials Handling,CH,FALSE,TRUE,3,DC,2001,2010,4,KE,T,15,25,60,100,3,1,0
CH213,Fluid Mechanis,CH,FALSE,TRUE,3,DC,2011,2016,4,KE,T,15,25,60,100,3,1,0
CH214,Fluid Particle Operations,CH,FALSE,TRUE,3,DC,2011,2016,4,KE,T,15,25,60,100,3,1,0
CH217,History of Dev. of Sc. Thoughts,CH,FALSE,FALSE,3,HM,2003,2010,3,KE,T,15,25,60,100,3,1,0
CH218,Organizational Behaviour,CH,FALSE,FALSE,3,HM,2003,2010,3,KE,T,15,25,60,100,3,1,0
CH219,Industrial Psychology,CH,FALSE,FALSE,3,HM,2003,2010,3,KE,T,15,25,60,100,3,1,0
CH220,Approp. Tech. For Rural Develop.,CH,FALSE,FALSE,3,HM,2003,2010,3,KE,T,15,25,60,100,3,1,0
CH221,Chemical Engg. Thermodynamics,CH,FALSE,TRUE,4,DC,2001,2016,4,KE,T,15,25,60,100,3,1,0
CH222N,Fluid Mechanics & Fluid Flow Oper.,CH,FALSE,TRUE,4,DC,2003,2010,4,KE,T,15,25,60,100,3,1,0
CH223,Material Science & Engg. Materials,CH,FALSE,TRUE,4,DC,2003,2010,4,KE,T,15,25,60,100,3,1,0
CH224,Process Instrumentation,CH,FALSE,TRUE,4,DC,2011,2016,4,KE,T,15,25,60,100,3,1,0
CH225,Engineering Biology,CH,FALSE,TRUE,4,DC,2011,2016,4,KE,T,15,25,60,100,3,1,0
CH226,Numerical Methods in Chemical Engg.,CH,FALSE,TRUE,4,DC,2011,2016,4,KE,T,15,25,60,100,3,1,0
CH291,Computer Applications Lab I,CH,FALSE,TRUE,3,DC,2011,2016,2,KE,P,60,0,40,100,0,1,2
CH291N,Chemical Engineering Lab.-I,CH,FALSE,TRUE,4,DC,2003,2010,1.5,KE,P,60,NULL,40,100,0,1,2
CH292,Unit Operations Lab. I,CH,FALSE,TRUE,4,DC,2011,2016,2,KE,P,60,0,40,100,0,1,2
CH292N,Chemical Engg. Computational Lab,CH,FALSE,TRUE,4,DC,2003,2010,3,KE,P,60,NULL,40,100,0,1,2
CH311,Numerical Methods & Optimization,CH,FALSE,TRUE,5,DC,2001,2010,4,KE,T,15,25,60,100,3,1,0
CH312,Heat Transfer Operations,CH,FALSE,TRUE,5,DC,2001,2016,4,KE,T,15,25,60,100,3,1,0
CH313,Mass Transfer Operations,CH,FALSE,TRUE,5,DC,2001,2016,4,KE,T,15,25,60,100,3,1,0
CH314,Chemical Reaction Engineering,CH,FALSE,TRUE,5,DC,2011,2016,4,KE,T,15,25,60,100,3,1,0
CH314N,Chemical Reaction Engg.,CH,FALSE,TRUE,5,DC,2003,2010,4,KE,T,15,25,60,100,3,1,0
CH320,Chemical Process Industries I,CH,FALSE,TRUE,6,DC,2011,2016,4,KE,T,15,25,60,100,3,1,0
CH321,Chemical Process Industries II,CH,FALSE,TRUE,6,DC,2011,2016,4,KE,T,15,25,60,100,3,1,0
CH321N,Chemical Process Industries-I,CH,FALSE,TRUE,6,DC,2003,2010,3,KE,T,15,25,60,100,3,1,0
CH322,Equilibrium Stage Processes,CH,FALSE,TRUE,5,DC,2001,2016,4,KE,T,15,25,60,100,3,1,0
CH323,Transport Phenomena,CH,FALSE,TRUE,6,DC,2001,2016,4,KE,T,15,25,60,100,3,1,0
CH324,Process Equipment Design,CH,FALSE,TRUE,6,DC,2011,2016,4,KE,T,15,25,60,100,3,1,0
CH331,Industrial Biotechnology,CH,FALSE,FALSE,6,DE,2011,2016,4,KE,T,15,25,60,100,3,1,0
CH331N,Biochemical Engineering,CH,FALSE,FALSE,5,DE,2003,2010,3,KE,T,15,25,60,100,3,1,0
CH332,Biomedical Engineering,CH,FALSE,FALSE,6,DE,2011,2016,4,KE,T,15,25,60,100,3,1,0
CH332N,Biotechnology,CH,FALSE,FALSE,5,DE,2003,2010,3,KE,T,15,25,60,100,3,1,0
CH333,Fermentation and Enzyme Engineering,CH,FALSE,FALSE,6,DE,2011,2016,4,KE,T,15,25,60,100,3,1,0
CH333N,Biomedical Engineering,CH,FALSE,FALSE,5,DE,2003,2010,3,KE,T,15,25,60,100,3,1,0
CH334,Genetic Engineering,CH,FALSE,FALSE,6,DE,2011,2016,4,KE,T,15,25,60,100,3,1,0
CH334N,Engineering Biology,CH,FALSE,FALSE,5,DE,2003,2010,3,KE,T,15,25,60,100,3,1,0
CH335,Bioprocess Engineering,CH,FALSE,FALSE,6,DE,2011,2016,4,KE,T,15,25,60,100,3,1,0
CH335N,Genetic Engineering,CH,FALSE,FALSE,5,DE,2003,2010,3,KE,T,15,25,60,100,3,1,0
CH336,Ind. Poll. Abatement & Waste Mgt.,CH,TRUE,FALSE,5,OE,2001,NULL,4,OE,T,15,25,60,100,3,1,0
CH336N,Bioprocess Engineering,CH,FALSE,FALSE,5,DE,2003,2010,3,KE,T,15,25,60,100,3,1,0
CH337,Solid Waste Management,CH,TRUE,FALSE,5,OE,2001,NULL,4,OE,T,15,25,60,100,3,1,0
CH339,Ind. Pollu. Control & Waste Utiliz.,CH,TRUE,FALSE,5,OE,2001,NULL,4,OE,T,15,25,60,100,3,1,0
CH341,Pressure Vessel & Piping Design,CH,FALSE,FALSE,6,DE,2001,2010,3,KE,T,15,25,60,100,3,1,0
CH342,High Pressure Vessel Design,CH,FALSE,FALSE,6,DE,2001,2010,3,KE,T,15,25,60,100,3,1,0
CH361N,Heterogeneous Reaction Engg.,CH,FALSE,FALSE,6,DE,2003,2010,3,KE,T,15,25,60,100,3,1,0
CH362N,Chemical Reactor Anal. & Design,CH,FALSE,FALSE,6,DE,2003,2010,3,KE,T,15,25,60,100,3,1,0
CH363N,Catalysis & Reactor Design,CH,FALSE,FALSE,6,DE,2000,2010,3,KE,T,15,25,60,100,3,1,0
CH381,Seminar And Report Writing,CH,FALSE,TRUE,5,DC,2011,2016,2,KE,P,100,0,0,100,0,2,0
CH391,Computer Application Lab II,CH,FALSE,TRUE,5,DC,2011,2016,2,KE,P,60,0,40,100,0,1,2
CH391N,Computer Applications Lab,CH,FALSE,TRUE,5,DC,2003,2010,3,KE,P,60,NULL,40,100,0,1,2
CH392,Chemical Engineering Design,CH,FALSE,TRUE,6,DC,2011,2016,2,KE,P,60,0,40,100,0,1,2
CH392N,Lit. Surv. Rep. Writing Sem.& G.D.,CH,FALSE,TRUE,5,DC,2003,2010,2,KE,P,60,NULL,40,100,0,1,2
CH393,Unit Operation Lab II,CH,FALSE,TRUE,6,DC,2011,2016,2,KE,P,60,0,40,100,0,1,2
CH393N,Chemical Engineering Lab II,CH,FALSE,TRUE,6,DC,2003,2010,1.5,KE,P,60,NULL,40,100,0,1,2
CH394,Reaction Engg. & Thermodynamics Lab,CH,FALSE,TRUE,6,DC,2011,2016,2,KE,P,60,0,40,100,0,1,2
CH394N,Chemical Engineering Lab III,CH,FALSE,TRUE,6,DC,2003,2010,1.5,KE,P,60,NULL,40,100,0,1,2
CH395,Chemical Engineering Design,CH,FALSE,TRUE,6,DC,2001,2010,1.5,KE,P,60,NULL,40,100,0,1,2
CH410,Energy Engineering And Management,CH,FALSE,TRUE,7,DC,2011,2016,4,KE,T,15,25,60,100,3,1,0
CH411,Process Dynamics & Control,CH,FALSE,TRUE,7,DC,2001,2016,4,KE,T,15,25,60,100,3,1,0
CH412N,Process Synthesis,CH,FALSE,TRUE,7,DC,2003,2010,4,KE,T,15,25,60,100,3,1,0
CH413,Energy Resources & Utilization,CH,FALSE,TRUE,7,DC,2001,2010,4,KE,T,15,25,60,100,3,1,0
CH414,Chemical Process Industries-II,CH,FALSE,TRUE,7,DC,2003,2010,3,KE,T,15,25,60,100,3,1,0
CH415,Process Engineering & Plant Design I,CH,FALSE,TRUE,7,DC,2011,2016,4,KE,T,15,25,60,100,3,1,0
CH420,Modeling Simulation & Optimization,CH,FALSE,TRUE,8,DC,2011,2016,4,KE,T,15,25,60,100,3,1,0
CH421,Process Engineering and Plant Design II,CH,FALSE,TRUE,8,DC,2011,2016,4,KE,T,15,25,60,100,3,1,0
CH421N,Process Plant Design,CH,FALSE,TRUE,8,DC,2003,2010,5,KE,T,15,25,60,100,3,1,0
CH422N,Selected Topics in Chemical Engg.,CH,FALSE,TRUE,8,DC,2003,2010,4,KE,T,15,25,60,100,3,1,0
CH423,Process Instrumentation,CH,FALSE,TRUE,8,DC,2001,2010,3,KE,T,15,25,60,100,3,1,0
CH426,MATLAB for Scientist & Engineers,CH,TRUE,FALSE,5,OE,2011,NULL,4,KE,T,15,25,60,100,3,1,0
CH427,Solid Waste Management,CH,TRUE,FALSE,5,OE,2001,NULL,4,OE,T,15,25,60,100,3,1,0
CH431,Hazardous Waste Management,CH,TRUE,FALSE,5,OE,2001,NULL,4,OE,T,15,25,60,100,3,1,0
CH440,Nanotechnology,CH,FALSE,FALSE,7,DE,2011,2016,4,KE,T,15,25,60,100,3,1,0
CH441,Green Technology in Process Industries,CH,FALSE,FALSE,7,DE,2011,2016,4,KE,T,15,25,60,100,3,1,0
CH442,Petroleum Processing,CH,FALSE,FALSE,7,DE,2011,2016,4,KE,T,15,25,60,100,3,1,0
CH443,Design of Ind. Experiments,CH,TRUE,FALSE,5,OE,2001,NULL,4,OE,T,15,25,60,100,3,1,0
CH444,Modeling & Simul. of Chem. Proc.,CH,TRUE,FALSE,5,OE,2001,NULL,4,OE,T,15,25,60,100,3,1,0
CH445,Graph Th. & its Ap. in Chem. Eng.,CH,TRUE,FALSE,5,OE,2001,NULL,4,OE,T,15,25,60,100,3,1,0
CH446,Industrial Rheology,CH,TRUE,FALSE,5,OE,2001,NULL,4,OE,T,15,25,60,100,3,1,0
CH447,Statistical Methods in Process Ind.,CH,TRUE,FALSE,5,OE,2001,NULL,4,OE,T,15,25,60,100,3,1,0
CH448,Ceramic Technology,CH,FALSE,FALSE,7,DE,2011,2016,4,KE,T,15,25,60,100,3,1,0
CH449,Plastic Technology,CH,FALSE,FALSE,7,DE,2011,2016,4,KE,T,15,25,60,100,3,1,0
CH450,Fertilizer Technology,CH,FALSE,FALSE,7,DE,2011,2016,4,KE,T,15,25,60,100,3,1,0
CH451,Pulp & Paper Technology,CH,FALSE,FALSE,7,DE,2011,2016,4,KE,T,15,25,60,100,3,1,0
CH452,Leather Technology,CH,FALSE,FALSE,7,DE,2011,2016,4,KE,T,15,25,60,100,3,1,0
CH452N,Petroleum Processing,CH,FALSE,FALSE,7,DE,2003,2010,3,KE,T,15,25,60,100,3,1,0
CH453,Environmental Pollution Control,CH,FALSE,FALSE,8,DE,2011,2016,4,KE,T,15,25,60,100,3,1,0
CH453N,Polymer Science & Technology,CH,FALSE,FALSE,7,DE,2003,2010,3,KE,T,15,25,60,100,3,1,0
